Scott|Hastings|235|1960-06-03
Kirk|Haston|242|1979-03-10
John|Havlicek|203|1940-04-08
Steve|Hawes|220|1950-05-26
Spencer|Hawes|230|1988-04-28
Juaquin|Hawkins|205|1973-07-02
Connie|Hawkins|210|1942-07-17
Marshall|Hawkins|205|1924-08-03
Tom|Hawkins|210|1936-12-22
Elvin|Hayes|235|1945-11-17
Steve|Hayes|205|1955-08-02
Chuck|Hayes|238|1983-06-11
Jarvis|Hayes|220|1981-08-09
Brendan|Haywood|268|1979-11-11
Spencer|Haywood|225|1949-04-22
Garfield|Heard|219|1948-05-03
Alvin|Heggs|225|1967-12-12
Tom|Heinsohn|218|1934-08-26
Dick|Hemric|220|1933-08-29
Alan|Henderson|235|1972-12-02
Cedric|Henderson|210|1965-10-03
Jerome|Henderson|230|1959-10-05
J.r.|Henderson|226|1976-10-30
Cedric|Henderson|215|1975-03-11
Gerald|Henderson|215|1987-12-09
Mark|Hendrickson|220|1974-06-23
Richard|Hendrix|255|1986-11-15
Don|Henriksen|225|1929-10-10
Bill|Henry|215|1924-12-27
Carl|Henry|205|1960-08-16
Charlie|Hentz|210|1947-09-13
Clarence|Hermsen|225|1923-03-12
Carl|Herrera|215|1966-12-14
Walter|Herrmann|225|1979-06-26
Dan|Hester|210|1948-11-08
Fred|Hetzel|220|1942-07-21
Bill|Hewitt|210|1944-08-08
Art|Heyman|205|1941-06-24
Roy|Hibbert|278|1986-12-11
Phil|Hicks|205|1953-01-31
J.J.|Hickson|242|1988-09-04
Mike|Higgins|220|1967-02-17
Sean|Higgins|205|1968-12-30
Maybyner|Hilario|260|1982-09-13
Steven|Hill|248|1985-11-14
Jordan|Hill|235|1987-07-27
Grant|Hill|225|1972-10-05
Simmie|Hill|233|1946-11-14
Tyrone|Hill|240|1968-03-19
Art|Hillhouse|220|1916-06-12
Darnell|Hillman|215|1949-08-29
Roy|Hinson|210|1961-05-02
Julius|Hodge|210|1983-11-18
Donald|Hodge|230|1969-02-25
Bob|Hogsett|230|1941-01-29
Paul|Hogue|240|1940-04-28
Fred|Hoiberg|203|1972-10-15
Randy|Holcomb|225|1979-08-08
Ryan|Hollins|230|1984-10-10
Alvin|Holt|210|1946-08-26
Dick|Holub|205|1921-10-29
Joe|Holup|215|1934-02-26
Jerald|Honeycutt|245|1974-10-20
Derek|Hood|222|1976-12-22
Carroll|Hooser|230|1944-03-05
Tom|Hoover|230|1941-01-23
Bob|Hopkins|205|1934-11-03
Dave|Hoppen|235|1964-03-13
Cedrick|Hordges|220|1957-01-08
Tito|Horford|245|1966-01-19
Al|Horford|245|1986-06-03
Ron|Horn|220|1938-05-24
Robert|Horry|220|1970-08-25
Ed|Horton|230|1967-12-17
Wilmer|Hosket|225|1946-12-20
Bob|Houbregs|210|1932-03-12
Byron|Houston|250|1969-11-22
Tom|Hovasse|205|1967-01-31
Brian|Howard|204|1967-10-19
Greg|Howard|215|1948-01-08
Juwan|Howard|240|1973-02-07
Otis|Howard|220|1956-11-05
Stephen|Howard|225|1970-07-15
Josh|Howard|203|1980-04-28
Dwight|Howard|240|1985-12-08
Bailey|Howell|210|1937-01-20
Bob|Hubbard|215|1922-12-27
Phil|Hubbard|215|1956-12-13
Lou|Hudson|210|1944-07-11
Nate|Huffman|240|1975-04-02
Alfredrick|Hughes|215|1962-07-19
Kim|Hughes|220|1952-06-04
Rick|Hughes|235|1973-08-22
John|Hummer|230|1948-05-04
Ryan|Humphrey|235|1979-07-24
Kris|Humphries|240|1985-02-06
Les|Hunter|210|1942-08-16
Steven|Hunter|220|1981-10-31
Chris|Hunter|240|1984-06-09
Brandon|Hunter|260|1980-11-24
Othello|Hunter|225|1986-05-28
Greg|Hyder|215|1948-06-21
Marc|Iavaroni|210|1956-09-15
Serge|Ibaka|235|1989-09-18
Andre|Iguodala|217|1984-01-28
Zydrunas|Ilgauskas|238|1975-06-05
Mile|Ilic|255|1984-06-02
Ersan|Ilyasova|235|1987-05-15
Darrall|Imhoff|220|1938-10-11
Joel|Ingram|210|1931-08-31
Dan|Issel|235|1948-10-25
Elvin|Ivory|210|1948-07-02
Jarrett|Jack|202|1983-10-28
Luke|Jackson|212|1981-11-06
Darnell|Jackson|253|1985-11-07
Jermaine|Jackson|204|1976-06-07
Jim|Jackson|220|1970-10-14
Lucious|Jackson|240|1941-10-31
Marc|Jackson|270|1975-01-16
Mike|Jackson|215|1949-07-31
Phil|Jackson|220|1945-09-17
Randall|Jackson|215|1976-01-16
Stephen|Jackson|218|1978-04-05
Tracy|Jackson|205|1959-04-21
Casey|Jacobsen|215|1981-03-19
Sam|Jacobson|215|1975-07-22
Aaron|James|210|1952-10-05
Henry|James|220|1965-07-29
Jerome|James|300|1975-11-17
Tim|James|212|1976-12-26
LeBron|James|240|1984-12-30
Antawn|Jamison|223|1976-06-12
Harold|Jamison|260|1976-11-20
Marko|Jaric|210|1978-12-10
Nathan|Jawai|280|1986-10-10
Abdul|Jeelani|210|1954-02-10
Chris|Jefferies|215|1980-02-13
Al|Jefferson|263|1985-01-04
Richard|Jefferson|222|1980-06-21
Jared|Jeffries|215|1981-11-25
Chris|Jent|220|1970-01-11
Les|Jepsen|237|1967-06-24
Jonas|Jerebko|231|1987-03-03
Yi|Jianlian|238|1987-10-27
Britton|Johnsen|210|1979-07-08
Linton|Johnson|205|1980-06-13
Alexander|Johnson|240|1983-02-08
James|Johnson|245|1987-02-20
Ken|Johnson|240|1978-02-01
Trey|Johnson|218|1984-07-30
Amir|Johnson|210|1987-05-01
Andy|Johnson|215|1932-11-08
Arnie|Johnson|236|1920-05-17
Clemon|Johnson|240|1956-09-12
Dave|Johnson|210|1970-11-16
Demarco|Johnson|245|1975-10-06
Dermarr|Johnson|201|1980-05-05
Ed|Johnson|205|1944-06-17
Eddie A.|Johnson|215|1959-05-01
Ervin|Johnson|245|1967-12-21
Eric|Johnson|205|1966-02-07
George T.|Johnson|205|1948-12-18
George E.|Johnson|245|1947-06-19
George L.|Johnson|210|1956-12-08
Gus|Johnson|230|1938-12-13
Harold|Johnson|240|1920-01-20
Reggie|Johnson|205|1957-06-25
Rich|Johnson|210|1946-12-18
Ron|Johnson|215|1938-07-20
Steve|Johnson|235|1957-11-03
Steffond|Johnson|240|1962-11-04
Stew|Johnson|220|1944-08-19
Joe|Johnson|225|1981-07-29
Kannard|Johnson|220|1965-06-24
Ken|Johnson|240|1962-11-07
Larry|Johnson|250|1969-03-14
Larry|Johnson|205|1954-11-28
Lee|Johnson|205|1957-06-16
Magic|Johnson|215|1959-08-14
Marques|Johnson|218|1956-02-08
Neil|Johnson|220|1943-04-17
Neil|Johnston|210|1929-02-04
Nate|Johnston|210|1966-12-18
Jim|Johnstone|245|1960-09-20
Howie|Jolliff|218|1938-07-20
Alvin|Jones|265|1978-09-09
Bobby|Jones|210|1951-12-18
Caldwell|Jones|217|1950-08-04
Charles|Jones|215|1957-04-03
Charles A.|Jones|215|1962-01-12
Collis|Jones|203|1949-07-03
Dontae|Jones|220|1975-06-02
Dwight|Jones|210|1952-02-27
Earl|Jones|210|1961-01-13
Edgar|Jones|225|1956-06-17
Johnny|Jones|205|1943-03-12
Jumaine|Jones|218|1979-02-10
Major|Jones|225|1953-07-09
Ozell|Jones|235|1960-11-20
Popeye|Jones|250|1970-06-17
Rich|Jones|220|1946-12-27
Robin|Jones|225|1954-02-02
Shelton|Jones|210|1966-04-06
Steve|Jones|205|1942-10-17
Wallace|Jones|225|1926-07-14
Wil|Jones|205|1947-02-27
Dwayne|Jones|225|1983-06-09
Mark|Jones|215|1975-05-25
Fred|Jones|210|1979-03-11
Bobby|Jones|215|1984-01-09
Solomon|Jones|230|1984-07-16
James|Jones|215|1980-10-04
Dahntay|Jones|210|1980-12-27
DeAndre|Jordan|250|1988-07-21
Charles|Jordan|220|1954-01-31
Thomas|Jordan|220|1968-05-23
Phil|Jordon|205|1933-09-12
Noble|Jorgensen|228|1925-05-18
Garth|Joseph|315|1973-08-08
Yvon|Joseph|245|1957-10-31
Ed|Kalafat|245|1932-10-13
Chris|Kaman|255|1982-04-28
Jason|Kapono|213|1981-02-02
Coby|Karl|204|1983-03-06
Mario|Kasun|260|1980-04-05
Bob|Kauffman|240|1946-07-13
Clarence|Kea|218|1959-02-02
Adam|Keefe|230|1970-02-22
Gary|Keller|220|1944-06-13
Rich|Kelley|235|1953-03-23
Clark|Kellogg|225|1961-07-02
Shawn|Kemp|230|1969-11-26
Tim|Kempton|245|1964-01-25
Eugene|Kennedy|205|1949-08-23
Joe|Kennedy|210|1947-01-12
Larry|Kenon|205|1952-12-13
Jonathan|Kerner|245|1974-06-06
Johnny|Kerr|230|1932-07-17
Jack|Kerris|215|1925-01-30
Jerome|Kersey|215|1962-06-26
Tom|Kerwin|210|1944-07-07
Alec|Kessler|230|1967-01-13
Lari|Ketner|277|1977-02-01
Viktor|Khryapa|235|1982-08-03
Jason|Kidd|205|1973-03-23
Warren|Kidd|235|1970-09-09
Irv|Kiffin|225|1951-08-08
Carl|Kilpatrick|230|1956-05-16
Toby|Kimball|220|1942-09-07
Bernard|King|205|1956-12-04
Chris|King|215|1969-07-24
Dan|King|220|1931-01-07
Gerard|King|230|1972-11-25
Jimmy|King|210|1973-08-09
Reggie|King|225|1957-02-14
Rich|King|260|1969-04-04
Stacey|King|230|1967-01-29
Bob|Kinney|215|1920-09-16
Andrei|Kirilenko|210|1981-02-18
Jim|Kissane|210|1946-08-17
Doug|Kistler|210|1938-03-21
Curtis|Kitchen|235|1964-01-30
Greg|Kite|250|1961-08-05
Joe|Kleine|255|1962-01-04
Linas|Kleiza|245|1985-01-03
Lonnie|Kluttz|220|1945-09-17
Ron|Knight|215|1947-08-04
Toby|Knight|210|1955-05-03
Travis|Knight|235|1974-09-13
Lee|Knorek|215|1921-07-15
Dick|Knostman|215|1931-08-09
Rod|Knowles|215|1946-02-27
Bart|Kofoed|210|1964-03-24
Don|Kojis|202|1939-07-15
Milo|Komenich|212|1920-06-22
Jon|Koncak|250|1963-05-17
Tom|Kondla|225|1946-11-30
Bud|Koper|210|1942-08-09
Joe|Kopicki|240|1960-06-12
Frank|Kornet|225|1967-01-27
Yaroslav|Korolev|203|1987-05-07
Kyle|Korver|210|1981-03-17
Tony|Koski|215|1946-06-26
Len|Kosmalski|245|1951-11-29
Andy|Kostecka|203|1921-02-10
Harold|Kottman|220|1922-08-22
Kosta|Koufos|265|1989-02-24
Tom|Kozelko|220|1951-07-01
Ron|Kozlicki|215|1944-12-12
Arvid|Kramer|220|1956-10-02
Joel|Kramer|203|1955-11-30
Jim|Krebs|230|1935-09-08
Tom|Kropp|205|1953-02-12
Nenad|Krstic|240|1983-07-25
Larry|Krystkowiak|220|1964-09-23
Steve|Kuberski|215|1947-11-06
Bruce|Kuczenski|230|1961-02-03
Kevin|Kunnert|230|1951-11-11
Terry|Kunze|210|1943-03-11
Mitch|Kupchak|230|1954-05-24
Charles|Kupec|220|1953-01-16
Rob|Kurz|232|1985-03-05
Reggie|Lacefield|230|1945-04-10
Sam|Lacey|235|1948-03-28
Fred|Lacour|210|1938-02-07
Wendell|Ladner|220|1948-10-06
Christian|Laettner|235|1969-08-17
Raef|Lafrentz|240|1976-05-29
Tom|Lagarde|220|1955-02-10
Bill|Laimbeer|245|1957-05-19
John|Lambert|225|1953-01-14
Maciej|Lampe|240|1985-02-05
Sean|Lampley|227|1979-09-03
Jim|Lampley|230|1960-07-02
Marcus|Landry|230|1985-11-01
Carl|Landry|245|1983-09-19
Mark|Landsberger|215|1955-05-21
Jerome|Lane|230|1966-12-04
Andrew|Lang|245|1966-06-28
Antonio|Lang|205|1972-05-15
James|Lang|305|1983-10-17
Keith|Langford|208|1983-09-15
Dan|Langhi|220|1977-11-28
Bob|Lanier|250|1948-09-10
Rusty|Larue|210|1973-12-10
Rudy|Larusso|220|1937-11-11
Stephane|Lasme|220|1982-12-17
Dave|Lattin|225|1943-12-23
Priest|Lauderdale|325|1973-08-31
Ed|Lawrence|228|1952-12-08
Jason|Lawson|240|1974-09-02
Emanuel|Leaks|225|1945-11-27
Eric|Leckner|265|1966-05-27
Clyde|Lee|205|1944-03-14
Dave|Lee|225|1942-03-31
Keith|Lee|215|1962-12-28
Rock|Lee|220|1955-05-01
David|Lee|249|1983-04-29
Voshon|Lenard|205|1973-05-14
Gary|Leonard|250|1967-02-16
Cliff|Levingston|210|1961-01-04
Cedric|Lewis|235|1969-09-24
Grady|Lewis|215|1917-03-25
Martin|Lewis|210|1975-04-28
Mike|Lewis|225|1946-03-18
Quincy|Lewis|215|1977-06-26
Rashard|Lewis|215|1979-08-08
Marcus|Liberty|205|1968-10-27
Todd|Lichti|205|1967-01-08
Goose|Ligon|210|1944-02-22
Steve|Lingenfelter|225|1958-06-10
Alton|Lister|240|1958-10-01
Randy|Livingston|209|1975-04-02
Ron|Livingstone|220|1925-10-09
Horacio|Llamas|285|1973-07-17
Chuck|Lloyd|220|1947-05-22
Lewis|Lloyd|205|1959-02-22
Scott|Lloyd|230|1952-12-19
Riney|Lochmann|215|1944-05-26
Robert|Lock|225|1966-05-22
Darrell|Lockhart|245|1960-09-14
Ian|Lockhart|240|1967-06-25
Kevin|Loder|205|1959-03-15
Brad|Lohaus|230|1964-09-29
Art|Long|250|1973-10-01
Grant|Long|225|1966-03-12
Willie|Long|225|1950-03-01
Luc|Longley|265|1969-01-19
Brook|Lopez|260|1988-04-01
Robin|Lopez|255|1988-04-01
Jim|Loscutoff|220|1930-02-04
Plummer|Lott|210|1945-12-11
Bob|Love|215|1942-12-08
Stan|Love|215|1949-04-09
Kevin|Love|260|1988-09-07
Clyde|Lovellette|234|1929-09-07
Jerry|Lucas|230|1940-03-30
Maurice|Lucas|215|1952-02-18
Ted|Luckenbill|205|1939-07-27
Al|Lujack|220|1921-10-05
George|Lynch|218|1970-09-03
Lonnie|Lynn|215|1943-05-24
Mike|Lynn|215|1945-11-25
Mike|Macaluso|210|1951-07-20
Todd|Macculloch|280|1976-01-27
Arvydas|Macijauskas|214|1980-01-19
Sam|Mack|220|1970-05-26
Malcolm|Mackey|248|1970-07-11
Rudy|Macklin|205|1958-02-19
Don|Maclean|235|1970-01-16
Mark|Madsen|236|1976-01-28
Corey|Maggette|218|1979-11-12
Dave|Magley|202|1959-11-24
Jamaal|Magloire|259|1978-05-21
Randy|Mahaffey|210|1945-09-28
Ian|Mahinmi|230|1986-11-05
John|Mahnken|220|1922-06-16
Francis|Mahoney|205|1927-11-20
Rick|Mahorn|240|1958-09-21
Dan|Majerle|215|1965-09-09
Jeff|Malone|205|1961-06-28
Karl|Malone|250|1963-07-24
Moses|Malone|215|1955-03-23
Steve|Malovic|230|1956-07-21
Mike|Maloy|215|1949-05-10
John|Mandic|205|1919-10-03
Danny|Manning|230|1966-05-17
Ed|Manning|210|1944-01-02
Rich|Manning|253|1970-06-23
Shawn|Marion|220|1978-05-07
Damir|Markota|225|1985-12-26
Sean|Marks|250|1975-08-23
Jim|Marsh|215|1946-04-26
Tom|Marshall|215|1931-01-06
Donyell|Marshall|218|1973-05-18
Donny|Marshall|230|1972-07-17
Cartier|Martin|220|1984-11-20
Bill|Martin|205|1962-08-16
Bob|Martin|250|1969-10-07
Brian|Martin|212|1962-08-18
Cuonzo|Martin|213|1971-09-23
Don|Martin|210|1920-02-07
Fernando|Martin|220|1962-03-25
Kenyon|Martin|230|1977-12-30
Larue|Martin|208|1950-03-30
Jamal|Mashburn|240|1972-11-29
Anthony|Mason|250|1966-12-14
Desmond|Mason|222|1977-10-11
Tony|Massenburg|220|1967-07-13
Eddie|Mast|220|1948-10-03
John|Mathis|220|1943-07-14
Wesley|Matthews|220|1986-10-14
Marlon|Maxey|250|1969-02-19
Jason|Maxiell|280|1983-02-18
Cedric|Maxwell|205|1955-11-21
Scott|May|215|1954-03-19
Sean|May|266|1984-04-04
Clyde|Mayes|225|1953-03-17
Bill|Mayfield|205|1957-10-17
O.J.|Mayo|210|1987-11-05
Matt|Mazza|210|1923-09-23
Luc Richard|Mbah a Moute|230|1986-09-09
D.J.|Mbenga|245|1980-12-30
Bob|McAdoo|210|1951-09-25
Bob|McCann|244|1964-04-22
Mel|McCants|240|1967-08-19
Rashad|McCants|207|1984-09-25
Walter|McCarty|230|1974-02-01
Amal|McCaskill|235|1973-10-28
Dan|McClintock|260|1977-04-19
George|McCloud|205|1967-05-27
Keith|McCord|210|1957-06-22
Tim|McCormick|240|1962-03-10
Jelani|McCoy|245|1977-12-06
Rodney|McCray|220|1961-08-29
Scooter|McCray|215|1960-02-08
Xavier|McDaniel|205|1963-06-04
Jim|McDaniels|228|1948-04-02
Ben|McDonald|210|1962-07-20
Michael|McDonald|232|1969-02-13
Rod|McDonald|205|1945-04-09
Hank|McDowell|215|1959-11-13
Antonio|McDyess|220|1974-09-07
Ivan|McFarlin|240|1982-04-26
JaVale|McGee|237|1988-01-19
Bill|McGill|225|1939-09-16
George|McGinnis|235|1950-08-12
Jon|McGlocklin|205|1943-06-10
Tracy|McGrady|210|1979-05-24
Gil|McGregor|240|1949-06-14
Elton|McGriff|225|1942-08-21
Dominic|McGuire|220|1985-10-20
Kevin|McHale|210|1957-12-19
Jim|McIlvaine|240|1972-07-30
Kenny|McIntosh|225|1949-01-21
Bob|McIntyre|215|1944-01-23
Derrick|McKey|205|1966-10-10
Aaron|McKie|209|1972-10-02
Mccoy|McLemore|230|1942-04-03
Roshown|McLeod|221|1975-11-17
Tom|McMillen|215|1952-05-26
Jim|McMillian|215|1948-03-11
Shellie|McMillon|205|1936-03-11
Malcolm|McMullan|210|1927-08-03
Mark|McNamara|235|1959-06-08
Joe|McNamee|210|1926-09-24
Chris|McNealy|210|1961-07-15
Paul|McPherson|210|1978-04-03
Roy|McPipe|205|1950-05-05
Cozell|McQueen|235|1962-01-18
Josh|McRoberts|240|1987-02-28
Stanislav|Medvedenko|250|1979-04-04
Jodie|Meeks|208|1987-08-21
Cliff|Meely|215|1947-07-10
Scott|Meents|225|1964-01-04
Don|Meineke|208|1930-10-30
Pops|Mensah-Bonsu|240|1983-09-07
Dewitt|Menyard|210|1944-01-01
Ron|Mercer|210|1976-05-18
Joe|Meriweather|215|1953-10-26
Tom|Meschery|215|1938-10-26
Loren|Meyer|257|1972-12-30
Dave|Meyers|215|1953-04-21
Stan|Miasek|210|1924-08-08
Larry|Micheaux|220|1960-03-24
Chris|Mihm|265|1979-07-16
Ed|Mikan|230|1925-10-20
George|Mikan|245|1924-06-18
Larry|Mikan|210|1948-04-08
Vern|Mikkelsen|230|1928-10-21
Al|Miksis|210|1928-02-02
Darius|Miles|210|1981-10-09
CJ|Miles|210|1987-03-18
Marko|Milic|235|1977-05-07
Darko|Milicic|245|1985-06-20
Anthony|Miller|225|1971-10-22
Bob|Miller|230|1956-07-09
Brad|Miller|244|1976-04-12
Dick|Miller|215|1958-04-26
Eddie|Miller|225|1931-06-18
Harry|Miller|230|1923-07-28
Jay|Miller|205|1943-07-19
Mike|Miller|218|1980-02-19
Oliver|Miller|280|1970-04-06
Chris|Mills|215|1970-01-25
John|Mills|203|1919-09-07
Terry|Mills|230|1967-12-21
Paul|Millsap|258|1985-02-10
Harold|Miner|210|1971-05-05
Yao|Ming|296|1980-09-12
Greg|Minor|210|1971-09-18
Mark|Minor|215|1950-05-14
Leland|Mitchell|210|1941-02-22
Mike|Mitchell|215|1956-01-01
Sam|Mitchell|210|1963-09-02
Todd|Mitchell|205|1966-07-26
Steve|Mix|215|1947-12-30
Eric|Mobley|235|1970-02-01
Doug|Moe|215|1938-09-21
Larry|Moffett|210|1954-11-05
Nazr|Mohammed|221|1977-09-05
Jerome|Moiso|232|1978-06-15
Paul|Mokeski|250|1957-01-03
Wayne|Molis|230|1943-04-17
Sergei|Monia|220|1983-04-15
Howie|Montgomery|220|1940-08-22
Eric|Montross|270|1971-09-23
Jamario|Moon|205|1980-06-13
Jim|Mooney|215|1930-07-08
Andre|Moore|215|1964-07-02
Gene|Moore|225|1945-07-29
Larry|Moore|215|1944-01-01
Mikki|Moore|225|1975-11-04
Otto|Moore|205|1946-08-27
Ron|Moore|260|1962-01-16
Jackie|Moreland|215|1938-03-11
Guy|Morgan|205|1960-08-23
Elmo|Morgenthaler|230|1922-08-03
Darren|Morningstar|235|1969-04-22
Chris|Morris|210|1966-01-20
Terence|Morris|221|1979-01-11
Isaiah|Morris|229|1969-04-02
Randolph|Morris|260|1986-01-02
Adam|Morrison|205|1984-07-19
Dwight|Morrison|220|1932-04-26
Anthony|Morrow|210|1985-09-27
Hanno|Mottola|247|1976-09-09
Alonzo|Mourning|240|1970-02-08
Erwin|Mueller|230|1944-03-12
B.J.|Mullens|275|1989-02-14
Byron|Mullins|275|1989-02-14
Todd|Mundt|250|1970-05-17
Chris|Munk|225|1967-08-05
Gheorghe|Muresan|303|1971-02-14
Jay|Murphy|220|1962-06-26
Ronnie|Murphy|225|1964-07-29
Tod|Murphy|220|1963-12-24
Troy|Murphy|245|1980-05-02
Lamond|Murray|236|1973-04-20
Tracy|Murray|225|1971-07-25
Willie|Murrell|225|1941-09-13
Dorie|Murrey|215|1943-09-07
Jerrod|Mustaf|238|1969-10-28
Dikembe|Mutombo|245|1966-06-25
Martin|Muursepp|235|1974-09-26
Boris|Nachamkin|210|1933-12-06
Bostjan|Nachbar|221|1980-04-03
Lee|Nailon|241|1975-02-22
Eduardo|Najera|240|1976-07-11
Larry|Nance|205|1959-02-12
Charles|Nash|215|1942-07-24
Swen|Nater|240|1950-01-14
Calvin|Natt|220|1957-01-08
Willie|Naulls|225|1934-10-07
Makhtar|Ndiaye|245|1973-12-12
Mamadou|Ndiaye|255|1975-06-16
Jim|Neal|235|1930-05-21
Lloyd|Neal|225|1950-12-10
Ed|Nealy|238|1960-02-19
Barry|Nelson|230|1949-09-19
Don|Nelson|210|1940-05-15
Ruben|Nembhard|208|1972-02-20
Tyrone|Nesby|225|1976-01-31
Martin|Nessley|260|1965-02-16
Radoslav|Nesterovic|248|1976-05-30
Bob|Netolicky|220|1942-08-02
Chuck|Nevitt|217|1959-06-13
Ivano|Newbill|245|1970-12-12
Ira|Newble|240|1975-01-20
Dave|Newmark|240|1946-09-11
Bill|Newton|220|1950-12-22
Jack|Nichols|222|1926-04-09
Demetris|Nichols|216|1984-09-04
Rich|Niemann|245|1946-07-02
Mike|Niles|225|1955-03-31
Kurt|Nimphius|218|1958-03-13
Dyron|Nix|210|1967-02-11
Joakim|Noah|232|1985-02-25
Andres|Nocioni|225|1979-11-30
David|Noel|230|1984-02-27
Jim|Nolan|210|1927-06-09
Jeff|Nordgaard|225|1973-02-23
Robert|Nordmann|225|1939-12-11
Ken|Norman|215|1964-09-05
Audie|Norris|230|1960-12-18
Sylvester|Norris|220|1957-02-18
Willie|Norwood|220|1947-08-08
Mike|Novak|219|1915-04-23
Steve|Novak|220|1984-06-13
Dirk|Nowitzki|237|1978-06-19
Julius|Nwosu|255|1971-05-01
Charles|O'bannon|209|1975-02-22
Ed|O'bannon|222|1972-08-14
Patrick|O'Bryant|249|1986-06-20
Mike|O'Koren|207|1958-02-07
Grady|O'malley|205|1948-04-25
Jermaine|O'neal|226|1978-10-13
Shaquille|O'neal|300|1972-03-06
Mike|O'neil|210|1927-01-01
Dan|O'sullivan|250|1968-03-03
Charles|Oakley|225|1963-12-18
Fabricio|Oberto|245|1975-03-21
Greg|Oden|250|1988-01-22
Lamar|Odom|220|1979-11-06
Carlos|Ogden|215|1946-12-29
Ralph|Ogden|205|1948-01-25
Alan|Ogg|240|1967-07-05
Emeka|Okafor|257|1982-09-28
Mehmet|Okur|249|1979-05-26
Hakeem|Olajuwon|250|1963-01-21
Mark|Olberding|225|1956-04-21
Jawann|Oldham|215|1957-07-04
John|Olive|210|1955-03-01
Brian|Oliver|210|1968-06-01
Jimmy|Oliver|205|1969-07-12
Michael|Olowokandi|269|1975-04-03
Enoch|Olsen|220|1940-07-25
Jose|Ortiz|225|1963-10-25
Chuck|Osborne|210|1939-01-21
Wally|Osterkorn|215|1928-07-06
Greg|Ostertag|280|1973-03-06
Don|Otten|240|1921-04-18
Mac|Otten|220|1925-12-16
Bo|Outlaw|210|1971-04-13
Travis|Outlaw|210|1984-09-18
Billy|Owens|220|1969-05-01
Eddie|Owens|210|1953-12-26
Keith|Owens|225|1969-05-31
Tom|Owens|215|1949-06-28
Chris|Owens|245|1979-03-01
Ray|Owes|224|1972-12-11
Olumide|Oyedeji|240|1981-05-11
Joe|Pace|220|1953-12-18
Zaza|Pachulia|240|1984-02-10
Gerald|Paddio|205|1965-04-21
Scott|Padgett|240|1976-04-19
Fred|Paine|210|1925-12-07
Togo|Palazzi|205|1932-08-08
Jim|Palmer|224|1933-06-08
Walter|Palmer|215|1968-10-23
Andy|Panko|230|1977-11-29
Robert|Parish|230|1953-08-30
Medford|Park|205|1933-04-11
Anthony|Parker|215|1975-06-19
Cherokee|Parks|235|1972-10-11
Charley|Parks|210|1946-01-01
Rich|Parks|235|1943-10-28
Jack|Parr|220|1936-03-13
Zarko|Paspalj|215|1966-03-27
Myles|Patrick|220|1954-11-19
Andrae|Patterson|238|1975-11-12
George|Patterson|230|1939-11-26
Ruben|Patterson|224|1975-07-31
Steve|Patterson|225|1948-06-24
Tommy|Patterson|220|1948-10-15
Charlie|Paulk|219|1946-06-14
Billy|Paultz|235|1948-07-30
Aleksandar|Pavlovic|210|1983-11-15
Tom|Payne|240|1950-11-19
Oleksiy|Pecherov|234|1985-12-08
Wiley|Peck|220|1957-09-15
Richard|Peek|230|1943-10-28
Anthony|Peeler|208|1969-11-25
Jake|Pelkington|220|1916-01-03
Sam|Pellom|225|1951-10-02
Jeff|Pendergraph|240|1987-04-29
Desmond|Penigar|245|1981-07-16
Kirk|Penney|220|1980-11-23
Mike|Peplowski|270|1970-10-15
Will|Perdue|240|1965-08-29
Sam|Perkins|235|1961-06-14
Kendrick|Perkins|280|1984-11-10
Kosta|Perovic|240|1985-02-19
Aulcie|Perry|210|1950-07-03
Curtis|Perry|220|1948-09-13
Chuck|Person|220|1964-06-27
Jim|Petersen|235|1962-02-22
Loy|Petersen|205|1945-07-26
Morris|Peterson|215|1977-08-26
Bob|Peterson|210|1932-01-25
Ed|Peterson|220|1924-06-27
Johan|Petro|247|1986-01-27
Richard|Petruska|260|1969-01-25
Bob|Pettit|205|1932-12-12
Roger|Phegley|205|1956-10-16
Eddie|Phillips|225|1961-09-29
Bobby|Phills|210|1969-12-20
Eric|Piatkowski|215|1970-09-30
Walt|Piatkowski|220|1945-06-11
Paul|Pierce|230|1977-10-13
Ricky|Pierce|205|1959-08-19
Kevinn|Pinkney|245|1983-10-20
John|Pinone|230|1961-02-19
Dave|Piontek|230|1934-08-27
Tom|Piotrowski|240|1960-10-17
Scottie|Pippen|210|1965-09-25
Charlie|Pittman|220|1958-03-23
Gary|Plummer|215|1962-02-21
Pavel|Podkolzine|300|1985-01-15
Scot|Pollard|265|1975-02-12
Olden|Polynice|220|1964-11-21
Cliff|Pondexter|233|1954-09-15
David|Pope|220|1962-04-15
Mark|Pope|235|1972-09-11
Dave|Popson|220|1964-05-17
Ben|Poquette|235|1955-05-07
Chris|Porter|218|1978-05-09
Howard|Porter|220|1948-08-31
Willie|Porter|205|1942-07-03
James|Posey|215|1977-01-13
Lavor|Postell|205|1978-02-26
John|Postley|220|1940-05-30
Vitaly|Potapenko|280|1975-03-21
Leon|Powe|240|1984-01-22
Roger|Powell|235|1983-01-15
Kasib|Powell|218|1981-03-18
Josh|Powell|225|1983-12-05
Cincy|Powell|220|1942-02-25
Harold|Pressley|210|1963-07-14
Tayshaun|Prince|215|1980-02-28
John|Pritchard|220|1927-01-23
Laron|Profit|204|1977-08-05
Joel|Przybilla|255|1979-10-10
Roy|Pugh|210|1923-01-01
